chrom	pos	depth
20	4573658	1
20	4573659	1
20	4573660	1
20	4573661	1
20	4573662	1
20	4573663	1
20	4573664	1
20	4573665	1
20	4573666	1
20	4573667	1
20	4573668	1
20	4573669	1
20	4573670	1
20	4573671	1
20	4573672	1
20	4573673	1
20	4573674	1
20	4573675	1
20	4573676	1
20	4573677	1
20	4573678	1
20	4573679	1
20	4573680	1
20	4573681	1
20	4573682	1
20	4573683	1
20	4573684	1
20	4573685	1
20	4573686	1
20	4573687	1
20	4573688	1
20	4573689	1
20	4573690	1
20	4573691	1
20	4573692	1
20	4573693	1
20	4573694	1
20	4573695	1
20	4573696	1
20	4573697	1
20	4573698	1
20	4573699	1
20	4573700	1
20	4573701	1
20	4573702	1
20	4573703	1
20	4573704	1
20	4573705	1
20	4573706	1
20	4573707	1
20	4573708	1
20	4573709	1
20	4573710	1
20	4573711	1
20	4573712	1
20	4573713	1
20	4573714	1
20	4573715	1
20	4573716	1
20	4573717	1
20	4573718	1
20	4573719	1
20	4573720	1
20	4573721	1
20	4573722	1
20	4573723	1
20	4573724	1
20	4573725	1
20	4573726	1
20	4573727	1
20	4573728	1
20	4573729	1
20	4573730	1
20	4573731	1
20	4573732	1
20	4573733	1
20	4573734	1
20	4573735	1
20	4573736	1
20	4573737	1
20	4573738	1
20	4573739	1
20	4573740	1
20	4573741	1
20	4573742	1
20	4573743	1
20	4573744	1
20	4573745	1
20	4573746	1
20	4573747	1
20	4573748	1
20	4573749	1
20	4573750	1
20	4573751	1
20	4573752	1
20	4573753	1
20	4573754	1
20	4573755	1
20	4573756	1
20	4573757	1
20	4573758	1
20	4573759	1
20	4573760	1
20	4573761	1
20	4573762	1
20	4573763	1
20	4573764	1
20	4573765	1
20	4573766	1
20	4573767	1
20	4573768	1
20	4573769	1
20	4573770	1
20	4573771	1
20	4573772	1
20	4573773	1
20	4573774	1
20	4573775	1
20	4573776	1
20	4573777	1
20	4574004	1
20	4574005	1
20	4574006	1
20	4574007	1
20	4574008	1
20	4574009	1
20	4574010	1
20	4574011	1
20	4574012	1
20	4574013	1
20	4574014	1
20	4574015	1
20	4574016	1
20	4574017	1
20	4574018	1
20	4574019	1
20	4574020	1
20	4574021	1
20	4574022	1
20	4574023	1
20	4574024	1
20	4574025	1
20	4574026	1
20	4574027	1
20	4574028	1
20	4574029	1
20	4574030	1
20	4574031	1
20	4574032	1
20	4574033	1
20	4574090	1
20	4574091	1
20	4574092	1
20	4574093	1
20	4574094	1
20	4574095	1
20	4574096	1
20	4574097	1
20	4574098	1
20	4574099	1
20	4574100	1
20	4574101	1
20	4574102	1
20	4574103	1
20	4574104	1
20	4574105	1
20	4574106	1
20	4574107	1
20	4574108	1
20	4574109	1
20	4574110	1
20	4574111	1
20	4574112	1
20	4574113	1
20	4574114	1
20	4574115	1
20	4574116	1
20	4574117	1
20	4574118	1
20	4574119	1
20	4574120	1
20	4574121	1
20	4574122	1
20	4574123	1
20	4574124	1
20	4574125	1
20	4574126	1
20	4574127	1
20	4574128	1
20	4574129	1
20	4574130	1
20	4574131	1
20	4574132	1
20	4574133	1
20	4574134	1
20	4574135	1
20	4574136	1
20	4574137	1
20	4574138	1
20	4574139	1
20	4574140	1
20	4574141	1
20	4574142	1
20	4574143	1
20	4574144	1
20	4574145	1
20	4574146	1
20	4574147	1
20	4574148	1
20	4574149	1
20	4574150	1
20	4574151	1
20	4574152	1
20	4574153	1
20	4574154	1
20	4574155	1
20	4574156	1
20	4574157	1
20	4574158	1
20	4574159	1
20	4574160	1
20	4574161	1
20	4574162	1
20	4574163	1
20	4574164	1
20	4574165	1
20	4574166	1
20	4574167	1
20	4574168	1
20	4574169	1
20	4574170	1
20	4574171	1
20	4574172	1
20	4574173	1
20	4574174	1
20	4574175	1
20	4574176	1
20	4574177	1
20	4574178	1
20	4574179	1
20	4574180	1
20	4574181	1
20	4574182	1
20	4574183	1
20	4574184	1
20	4574185	1
20	4574186	1
20	4574187	1
20	4574188	1
20	4574189	1
20	4574190	1
20	4574191	1
20	4574192	1
20	4574193	1
20	4574194	1
20	4574195	1
20	4574196	1
20	4574197	1
20	4574198	1
20	4574199	1
20	4574200	1
20	4574201	1
20	4574202	1
20	4574203	1
20	4574204	1
20	4574205	1
20	4574206	1
20	4574207	1
20	4574208	1
20	4574209	1
20	4574210	1
20	4574211	1
20	4574212	1
20	4574213	1
20	4574214	1
20	4574215	1
20	4574216	1
20	4574217	1
20	4574218	1
20	4574219	1
20	4574220	1
20	4574221	1
20	4574222	1
20	4574223	1
20	4575634	1
20	4575635	1
20	4575636	1
20	4575637	1
20	4575638	1
20	4575639	1
20	4575640	1
20	4575641	1
20	4575642	1
20	4575643	1
20	4575644	1
20	4575645	1
20	4575646	1
20	4575647	1
20	4575648	1
20	4575649	1
20	4575650	1
20	4575651	1
20	4575652	1
20	4575653	1
20	4575654	1
20	4575655	1
20	4575656	1
20	4575657	1
20	4575658	1
20	4575659	1
20	4575660	1
20	4575661	1
20	4575662	1
20	4575663	1
20	4575664	1
20	4575665	1
20	4575666	1
20	4575667	1
20	4575668	1
20	4575669	1
20	4575670	1
20	4575671	1
20	4575672	1
20	4575673	1
20	4575674	1
20	4575675	1
20	4575676	1
20	4575677	1
20	4575678	1
20	4575679	1
20	4575680	1
20	4575681	1
20	4575682	1
20	4575683	1
20	4575684	1
20	4575685	1
20	4575686	1
20	4575687	1
20	4575688	1
20	4575689	1
20	4575690	1
20	4575691	1
20	4575692	1
20	4575693	1
20	4575694	1
20	4575695	1
20	4575696	1
20	4575697	1
20	4575698	1
20	4575699	1
20	4575700	1
20	4575701	1
20	4575702	1
20	4575703	1
20	4575704	1
20	4575705	1
20	4575706	1
20	4575707	1
20	4575708	1
20	4575709	1
20	4575710	1
20	4575711	1
20	4575712	1
20	4575713	1
20	4575714	1
20	4575715	1
20	4575716	1
20	4575717	1
20	4575718	1
20	4575719	1
20	4575720	1
20	4575721	1
20	4575722	1
20	4575723	1
20	4575724	1
20	4575725	1
20	4575726	1
20	4575727	1
20	4575728	1
20	4575729	1
20	4575730	1
20	4575731	1
20	4575732	1
20	4575733	1
20	4575734	1
20	4575735	1
20	4575736	1
20	4575737	1
20	4575738	1
20	4575739	1
20	4575740	1
20	4575741	1
20	4575742	1
20	4575743	1
20	4575744	1
20	4575745	1
20	4575746	1
20	4575747	1
20	4575748	1
20	4575749	1
20	4575750	1
20	4575751	1
20	4575752	1
20	4575753	1
20	4575754	1
20	4575755	1
20	4575756	1
20	4575757	1
20	4575758	1
20	4575759	1
20	4575760	1
20	4575761	1
20	4575762	1
20	4575763	1
20	4575764	1
20	4575765	1
20	4575766	1
20	4575767	1
20	4575768	1
20	4575769	1
20	4575770	1
20	4575771	1
20	4575772	1
20	4575773	1
20	4575932	1
20	4575933	1
20	4575934	1
20	4575935	1
20	4575936	1
20	4575937	1
20	4575938	1
20	4575939	1
20	4575940	1
20	4575941	1
20	4575942	1
20	4575943	1
20	4575944	1
20	4575945	1
20	4575946	1
20	4575947	1
20	4575948	1
20	4575949	1
20	4575950	1
20	4575951	1
20	4575952	1
20	4575953	1
20	4575954	1
20	4575955	1
20	4575956	1
20	4575957	1
20	4575958	1
20	4575959	1
20	4575960	1
20	4575961	1
20	4575962	1
20	4575963	1
20	4575964	1
20	4575965	1
20	4575966	1
20	4575967	1
20	4575968	1
20	4575969	1
20	4575970	1
20	4575971	1
20	4575972	1
20	4575973	1
20	4575974	1
20	4575975	1
20	4575976	1
20	4575977	1
20	4575978	1
20	4575979	1
20	4575980	1
20	4575981	1
20	4575982	1
20	4575983	1
20	4575984	1
20	4575985	1
20	4575986	1
20	4575987	1
20	4575988	1
20	4575989	1
20	4575990	1
20	4575991	1
20	4575992	1
20	4575993	1
20	4575994	1
20	4575995	1
20	4575996	1
20	4575997	1
20	4575998	1
20	4575999	1
20	4576000	1
20	4576001	1
20	4576002	1
20	4576003	1
20	4576004	1
20	4576005	1
20	4576006	1
20	4576007	1
20	4576008	1
20	4576009	1
20	4576010	1
20	4576011	1
20	4576012	1
20	4576013	1
20	4576014	1
20	4576015	1
20	4576016	1
20	4576017	1
20	4576018	1
20	4576019	1
20	4576020	1
20	4576021	1
20	4576022	1
20	4576023	1
20	4576024	1
20	4576025	1
20	4576026	1
20	4576027	1
20	4576028	1
20	4576029	1
20	4576030	1
20	4576031	1
20	4576032	1
20	4576033	1
20	4576034	1
20	4576035	1
20	4576036	1
20	4576037	1
20	4576038	1
20	4576039	1
20	4576040	1
20	4576041	1
20	4576042	1
20	4576043	1
20	4576044	1
20	4576045	1
20	4576046	1
20	4576047	1
20	4576048	1
20	4576049	1
20	4576050	1
20	4576051	1
20	4576052	1
20	4576053	1
20	4576054	1
20	4576055	1
20	4576056	1
20	4576057	1
20	4576058	1
20	4576059	1
20	4576060	1
20	4576061	1
20	4576062	1
20	4576063	1
20	4576064	1
20	4576065	1
20	4576066	1
20	4576067	1
20	4576068	1
20	4576069	1
20	4576070	1
20	4576071	1
20	4576072	1
20	4576073	1
20	4576074	1
20	4576075	1
20	4576076	1
20	4576077	1
20	4576078	1
20	4576079	1
20	4576080	1
20	4576081	1
20	4576082	1
20	4576083	1
20	4576084	1
20	4576085	1
20	4576086	1
20	4576087	1
20	4576088	1
20	4576089	1
20	4576090	1
20	4576091	1
20	4576092	1
20	4576093	1
20	4576094	1
20	4576095	1
20	4576096	1
20	4576097	1
20	4576098	1
20	4576099	1
20	4576100	1
20	4576101	1
20	4576102	1
20	4576103	1
20	4576104	1
20	4576105	1
20	4576106	1
20	4576107	1
20	4576108	1
20	4576109	1
20	4576110	1
20	4576111	1
20	4576112	1
20	4576113	1
20	4576114	1
20	4576115	1
20	4576116	1
20	4576117	1
20	4576118	1
20	4576119	1
20	4576120	1
20	4576121	1
20	4576122	1
20	4576123	1
20	4576124	1
20	4576125	1
20	4576126	1
20	4576127	1
20	4576128	1
20	4576129	1
20	4576130	1
20	4576131	1
20	4576132	1
20	4576133	1
20	4576134	1
20	4576135	1
20	4576136	1
20	4576137	1
20	4576138	1
20	4576139	1
20	4576140	1
20	4576141	1
20	4576142	1
20	4576143	1
20	4576144	1
20	4576145	1
20	4576146	1
20	4576147	1
20	4576148	1
20	4576149	1
20	4576150	1
20	4576151	1
20	4576152	1
20	4576153	1
20	4576154	1
20	4576155	1
20	4576156	1
20	4576157	1
20	4576158	1
20	4576159	1
20	4576160	1
20	4576161	1
20	4576162	1
20	4576163	1
20	4576164	1
20	4576165	1
20	4576166	1
20	4576167	1
20	4576168	1
20	4576169	1
20	4576170	1
20	4576171	1
20	4576172	1
20	4576173	1
20	4576174	1
20	4576175	1
20	4576176	1
20	4576177	1
20	4576178	1
20	4576179	1
20	4576180	1
20	4576181	1
20	4576182	1
20	4576183	1
20	4576184	1
20	4576185	1
20	4576186	1
20	4576187	1
20	4576188	1
20	4576189	1
20	4576190	1
20	4576191	1
20	4576192	1
20	4576193	1
20	4576194	1
20	4576195	1
20	4576196	1
20	4576197	1
20	4577918	1
20	4577919	1
20	4577920	1
20	4577921	1
20	4577922	1
20	4577923	1
20	4577924	1
20	4577925	1
20	4577926	1
20	4577927	1
20	4577928	1
20	4577929	1
20	4577930	1
20	4577931	1
20	4577932	1
20	4577933	1
20	4577934	1
20	4577935	1
20	4577936	1
20	4577937	1
20	4577938	1
20	4577939	1
20	4577940	1
20	4577941	1
20	4577942	1
20	4577943	1
20	4577944	1
20	4577945	1
20	4577946	1
20	4577947	1
20	4577948	1
20	4577949	1
20	4577950	1
20	4577951	1
20	4577952	1
20	4577953	1
20	4577954	1
20	4577955	1
20	4577956	1
20	4577957	1
20	4577958	1
20	4577959	1
20	4577960	1
20	4577961	1
20	4577962	1
20	4577963	1
20	4577964	1
20	4577965	1
20	4577966	1
20	4577967	1
20	4577968	1
20	4577969	1
20	4577970	1
20	4577971	1
20	4577972	1
20	4577973	1
20	4577974	1
20	4577975	1
20	4577976	1
20	4577977	1
20	4577978	1
20	4577979	1
20	4577980	1
20	4577981	1
20	4577982	1
20	4577983	1
20	4577984	1
20	4577985	1
20	4577986	1
20	4577987	1
20	4577988	1
20	4577989	1
20	4577990	1
20	4577991	1
20	4577992	1
20	4577993	1
20	4577994	1
20	4577995	2
20	4577996	2
20	4577997	2
20	4577998	2
20	4577999	2
20	4578000	2
20	4578001	2
20	4578002	2
20	4578003	2
20	4578004	2
20	4578005	2
20	4578006	2
20	4578007	2
20	4578008	2
20	4578009	2
20	4578010	2
20	4578011	2
20	4578012	2
20	4578013	2
20	4578014	2
20	4578015	2
20	4578016	2
20	4578017	2
20	4578018	2
20	4578019	2
20	4578020	2
20	4578021	2
20	4578022	2
20	4578023	2
20	4578024	2
20	4578025	2
20	4578026	2
20	4578027	2
20	4578028	2
20	4578029	2
20	4578030	2
20	4578031	2
20	4578032	2
20	4578033	2
20	4578034	2
20	4578035	2
20	4578036	2
20	4578037	2
20	4578038	2
20	4578039	2
20	4578040	2
20	4578041	2
20	4578042	2
20	4578043	2
20	4578917	1
20	4578918	1
20	4578919	1
20	4578920	1
20	4578921	1
20	4578922	1
20	4578923	1
20	4578924	1
20	4578925	1
20	4578926	1
20	4578927	1
20	4578928	1
20	4578929	1
20	4578930	1
20	4578931	1
20	4578932	1
20	4578933	1
20	4578934	1
20	4578935	1
20	4578936	1
20	4578937	1
20	4578938	1
20	4578939	1
20	4578940	1
20	4578941	1
20	4578942	1
20	4578943	1
20	4578944	1
20	4578945	1
20	4578946	1
20	4578947	1
20	4578948	1
20	4578949	1
20	4578950	1
20	4578951	1
20	4578952	1
20	4578953	1
20	4578954	1
20	4578955	1
20	4578956	1
20	4578957	1
20	4578958	1
20	4578959	1
20	4578960	1
20	4578961	1
20	4578962	1
20	4578963	1
20	4578964	1
20	4578965	1
20	4578966	1
20	4578967	1
20	4578968	1
20	4578969	1
20	4578970	1
20	4578971	1
20	4578972	1
20	4578973	1
20	4578974	1
20	4578975	1
20	4578976	1
20	4578977	1
20	4578978	1
20	4578979	1
20	4578980	1
20	4578981	1
20	4578982	1
20	4578983	1
20	4578984	1
20	4578985	1
20	4578986	1
20	4578987	1
20	4578988	1
20	4578989	1
20	4578990	1
20	4578991	1
20	4578992	1
20	4578993	1
20	4578994	1
20	4578995	1
20	4578996	1
20	4578997	1
20	4578998	1
20	4578999	1
20	4579000	1
20	4579001	1
20	4579002	1
20	4579003	1
20	4579004	1
20	4579005	1
20	4579006	1
20	4579007	1
20	4579008	1
20	4579009	1
20	4579010	1
20	4579011	1
20	4579012	1
20	4579013	1
20	4579014	1
20	4579015	1
20	4579016	1
20	4579017	1
20	4579018	1
20	4579019	1
20	4579020	1
20	4579021	1
20	4579022	1
20	4579023	1
20	4579024	1
20	4579025	1
20	4579026	1
20	4579027	1
20	4579028	1
20	4579029	1
20	4579030	1
20	4579031	1
20	4579032	1
20	4579033	1
20	4579034	1
20	4579035	1
20	4579036	1
20	4579037	1
20	4579038	1
20	4579039	1
20	4579040	1
20	4579041	1
20	4579042	1
20	4579043	1
20	4579044	1
20	4579045	1
20	4579046	1
20	4579047	1
20	4579048	1
20	4579049	1
20	4579050	1
20	4579051	1
20	4579121	1
20	4579122	1
20	4579123	1
20	4579124	1
20	4579125	1
20	4579126	1
20	4579127	1
20	4579128	1
20	4579129	1
20	4579130	1
20	4579131	1
20	4579132	1
20	4579133	1
20	4579134	1
20	4579135	1
20	4579136	1
20	4579137	1
20	4579138	1
20	4579139	1
20	4579140	1
20	4579141	1
20	4579142	1
20	4579145	1
20	4579146	1
20	4579147	1
20	4579148	1
20	4579149	1
20	4579150	1
20	4579151	1
20	4579152	1
20	4579153	1
20	4579154	1
20	4579155	1
20	4579156	1
20	4579157	1
20	4579158	1
20	4579159	1
20	4579160	1
20	4579161	1
20	4579162	1
20	4579163	1
20	4579164	1
20	4579165	1
20	4579166	1
20	4579167	1
20	4579168	1
20	4579169	1
20	4579170	1
20	4579171	1
20	4579172	1
20	4579173	1
20	4579174	1
20	4579175	1
20	4579176	1
20	4579177	1
20	4579178	1
20	4579179	1
20	4579180	1
20	4579181	1
20	4579182	1
20	4579183	1
20	4579184	1
20	4579185	1
20	4579186	1
20	4579187	1
20	4579188	1
20	4579189	1
20	4579190	1
20	4579191	1
20	4579192	1
20	4579193	1
20	4579194	1
20	4579195	1
20	4579196	1
20	4579197	1
20	4579198	1
20	4579199	1
20	4579200	1
20	4579201	1
20	4579202	1
20	4579203	1
20	4579204	1
20	4579205	1
20	4579206	1
20	4579207	1
20	4579208	1
20	4579209	1
20	4579210	1
20	4579211	1
20	4579212	1
20	4579213	1
20	4579214	1
20	4579215	1
20	4579216	1
20	4579217	1
20	4579218	1
20	4579219	1
20	4579220	1
20	4579221	1
20	4579222	1
20	4579223	1
20	4579224	1
20	4579225	1
20	4579226	1
20	4579227	1
20	4579228	1
20	4579229	1
20	4579230	1
20	4579231	1
20	4579232	1
20	4579233	1
20	4579234	1
20	4579235	1
20	4579236	1
20	4579237	1
20	4579238	1
20	4579239	1
20	4579240	1
20	4579241	1
20	4579242	1
20	4579243	1
20	4579244	1
20	4579245	1
20	4579246	1
20	4579247	1
20	4579248	1
20	4579249	1
20	4579250	1
20	4579251	1
20	4579252	1
20	4579253	1
20	4579254	1
20	4579255	1
20	4579256	1
20	4579257	1
20	4579258	1
20	4579259	1
20	4579260	1
20	4579261	1
20	4579262	1
20	4579263	1
20	4579264	1
20	4579265	1
20	4579266	1
20	4579267	1
20	4579268	1
20	4579269	1
20	4579270	1
20	4579271	1
20	4579272	1
20	4579273	1
20	4579274	1
20	4579275	1
20	4579276	1
20	4579277	1
20	4579278	1
20	4579279	1
20	4579280	1
20	4579281	1
20	4579282	1
20	4579283	1
20	4579284	1
20	4579285	1
20	4579286	1
20	4579287	1
20	4579288	1
20	4579289	1
20	4579290	1
20	4581614	1
20	4581615	1
20	4581616	1
20	4581617	1
20	4581618	1
20	4581619	1
20	4581620	1
20	4581621	1
20	4581622	1
20	4581623	1
20	4581624	1
20	4581625	1
20	4581626	1
20	4581627	1
20	4581628	1
20	4581629	1
20	4581630	1
20	4581631	1
20	4581632	1
20	4581633	1
20	4581634	1
20	4581635	1
20	4581636	1
20	4581637	1
20	4581638	1
20	4581639	1
20	4581640	1
20	4581641	1
20	4581642	1
20	4581643	1
20	4581644	1
20	4581645	1
20	4581646	1
20	4581647	1
20	4581648	1
20	4581649	1
20	4581650	1
20	4581651	1
20	4581652	1
20	4581653	1
20	4581654	1
20	4581655	1
20	4581656	1
20	4581657	1
20	4581658	1
20	4581659	1
20	4581660	1
20	4581661	1
20	4581662	1
20	4581663	1
20	4581664	1
20	4581665	1
20	4581666	1
20	4581667	1
20	4581668	1
20	4581669	1
20	4581670	1
20	4581671	1
20	4581672	1
20	4581673	1
20	4581674	1
20	4581675	1
20	4581676	1
20	4581677	1
20	4581678	1
20	4581679	1
20	4581680	1
20	4581681	1
20	4581682	1
20	4581683	1
20	4581684	1
20	4581685	1
20	4581686	1
20	4581687	1
20	4581688	1
20	4581689	1
20	4581690	1
20	4581691	1
20	4581692	1
20	4581693	1
20	4581694	1
20	4581695	1
20	4581696	1
20	4581697	1
20	4581698	1
20	4581699	1
20	4581700	1
20	4581701	1
20	4581702	1
20	4581703	1
20	4581704	1
20	4581705	1
20	4581706	1
20	4581707	1
20	4581708	1
20	4581709	1
20	4581710	1
20	4581711	1
20	4581712	1
20	4581713	1
20	4581714	1
20	4581715	1
20	4581716	1
20	4581717	1
20	4581718	1
20	4581719	1
20	4581720	1
20	4581721	1
20	4581722	1
20	4581723	1
20	4581724	1
20	4581725	1
20	4581726	1
20	4581727	1
20	4581728	1
20	4581729	1
20	4581730	1
20	4581731	1
20	4581732	1
20	4581733	1
20	4581734	1
20	4582970	1
20	4582971	1
20	4582972	1
20	4582973	1
20	4582974	1
20	4582975	1
20	4582976	1
20	4582977	1
20	4582978	1
20	4582979	1
20	4582980	1
20	4582981	1
20	4582982	1
20	4582983	1
20	4582984	1
20	4582985	1
20	4582986	1
20	4582987	1
20	4582988	1
20	4582989	1
20	4582990	1
20	4582991	1
20	4582992	1
20	4582993	1
20	4582994	1
20	4582995	1
20	4582996	1
20	4582997	1
20	4582998	1
20	4582999	1
20	4583000	1
20	4583001	1
20	4583002	1
20	4583003	1
20	4583004	1
20	4583005	1
20	4583006	1
20	4583007	1
20	4583008	1
20	4583009	1
20	4583010	1
20	4583011	1
20	4583012	1
20	4583013	1
20	4583014	1
20	4583015	1
20	4583016	1
20	4583017	1
20	4583018	1
20	4583019	1
20	4583020	1
20	4583021	1
20	4583022	1
20	4583023	1
20	4583024	1
20	4583025	1
20	4583026	1
20	4583027	1
20	4583028	1
20	4583029	1
20	4583030	1
20	4583031	1
20	4583032	1
20	4583033	1
20	4583034	1
20	4583035	1
20	4583036	1
20	4583037	1
20	4583038	1
20	4583039	1
20	4583040	1
20	4583041	1
20	4583042	1
20	4583043	1
20	4583044	1
20	4583045	1
20	4583046	1
20	4583047	1
20	4583048	1
20	4583049	1
20	4583050	1
20	4583051	1
20	4583052	1
20	4583053	1
20	4583054	1
20	4583055	1
20	4583056	1
20	4583057	1
20	4583058	1
20	4583059	1
20	4583060	1
20	4583061	1
20	4583062	1
20	4583063	1
20	4583064	1
20	4583065	1
20	4583066	1
20	4583067	1
20	4583068	1
20	4583069	1
20	4583070	1
20	4583071	1
20	4583072	1
20	4583073	1
20	4583074	1
20	4583075	1
20	4583076	1
20	4583077	1
20	4583078	1
20	4583079	1
20	4583080	1
20	4583081	1
20	4583082	1
20	4583083	1
20	4583084	1
20	4583085	1
20	4583086	1
20	4583087	1
20	4583088	1
20	4583089	1
20	4583090	1
20	4583091	1
20	4583092	1
20	4583093	1
20	4583094	1
20	4583095	1
20	4583096	1
20	4583097	1
20	4583098	1
20	4583099	1
20	4583100	1
20	4583101	1
20	4583102	1
20	4583103	1
20	4583104	1
20	4583105	1
20	4583106	1
20	4583107	1
20	4583108	1
20	4583109	1
20	4583110	1
20	4583111	1
20	4583112	1
20	4583113	1
20	4583114	1
20	4583319	1
20	4583320	1
20	4583321	1
20	4583322	1
20	4583323	1
20	4583324	1
20	4583325	1
20	4583326	1
20	4583327	1
20	4583328	1
20	4583329	1
20	4583330	1
20	4583331	1
20	4583332	1
20	4583333	1
20	4583334	1
20	4583335	1
20	4583336	1
20	4583337	1
20	4583338	1
20	4583339	1
20	4583340	1
20	4583341	1
20	4583342	1
20	4583343	1
20	4583344	1
20	4583345	1
20	4583346	1
20	4583347	1
20	4583348	1
20	4583349	1
20	4583350	1
20	4583351	1
20	4583352	1
20	4583353	1
20	4583354	1
20	4583355	1
20	4583356	1
20	4583357	1
20	4583358	1
20	4583359	1
20	4583360	1
20	4583361	1
20	4583362	1
20	4583363	1
20	4583364	1
20	4583365	1
20	4583366	1
20	4583367	1
20	4583368	1
20	4583369	1
20	4583370	1
20	4583371	1
20	4583372	1
20	4583373	1
20	4583374	1
20	4583375	1
20	4583376	1
20	4583377	1
20	4583378	1
20	4583379	1
20	4583380	1
20	4583381	1
20	4583382	1
20	4583383	1
20	4583384	1
20	4583385	1
20	4583386	1
20	4583387	1
20	4583388	1
20	4583389	1
20	4583390	1
20	4583391	1
20	4583392	1
20	4583393	1
20	4583394	1
20	4583395	1
20	4583396	1
20	4583397	1
20	4583398	1
20	4583399	1
20	4583400	1
20	4583401	1
20	4583402	1
20	4583403	1
20	4583404	1
20	4583405	1
20	4583406	1
20	4583407	1
20	4583408	1
20	4583409	1
20	4583410	1
20	4583411	1
20	4583412	1
20	4583413	1
20	4583414	1
20	4583415	1
20	4583416	1
20	4583417	1
20	4583418	1
20	4583419	1
20	4583420	1
20	4583421	1
20	4583422	1
20	4583423	1
20	4583424	1
20	4583425	1
20	4583426	1
20	4583427	1
20	4583428	1
20	4583429	1
20	4583430	1
20	4583431	1
20	4583432	1
20	4583433	1
20	4583434	1
20	4583435	1
20	4583436	1
20	4583437	1
20	4583438	1
20	4583439	1
20	4583440	1
20	4583441	1
20	4583442	1
20	4583443	1
20	4583444	1
20	4583445	1
20	4583446	1
20	4583447	1
20	4583448	1
20	4583449	1
20	4583450	1
20	4583451	1
20	4583452	1
20	4583453	1
20	4583454	1
20	4583455	1
20	4583456	1
20	4583457	1
20	4583458	1
20	4583459	1
20	4583460	1
20	4583461	1
20	4583462	1
20	4583463	1
20	4583464	1
20	4584416	1
20	4584417	1
20	4584418	1
20	4584419	1
20	4584420	1
20	4584421	1
20	4584422	1
20	4584423	1
20	4584424	1
20	4584425	1
20	4584426	1
