animal_id	dose_mg	nominal_timepoint	matrix	meta_tissue	mass_grams	concentration_ug_g	proportion_dose_retained
402	200	1	Spinal Cord, cervical	Brain	75.95	0.3292	1.2501369999999999e-4
403	200	1	Spinal Cord, cervical	Brain	76.46	0.4626	1.7685198e-4
404	200	1	Spinal Cord, cervical	Brain	70.68	9.498700000000001	0.0033568405800000005
406	200	28	Spinal Cord, cervical	Brain	71.25	0.4289	1.5279562500000003e-4
451	200	1	Spinal Cord, cervical	Brain	67.68	7.4354	0.0025161393600000004
452	200	1	Spinal Cord, cervical	Brain	72.2	5.0104	0.0018087544
456	200	28	Spinal Cord, cervical	Brain	67.58	0.1256	4.244024e-5
401	200	1	Spinal Cord, cervical	Brain	77.83	63.7689	0.024815667435
405	200	28	Spinal Cord, cervical	Brain	71.33	19.312900000000003	0.006887945785
453	200	1	Spinal Cord, cervical	Brain	73.22	54.9171	0.020105150309999997
454	200	1	Spinal Cord, cervical	Brain	70.98	82.5776	0.029306790240000005
455	200	28	Spinal Cord, cervical	Brain	69.86	19.5075	0.006813969749999999
201	20	1	Spinal Cord, lumbar	Brain	78.03	0.5591	0.00218132865
202	20	1	Spinal Cord, lumbar	Brain	72.12	6.352	0.022905312000000004
203	20	1	Spinal Cord, lumbar	Brain	73.91	7.1247	0.026329328849999993
204	20	1	Spinal Cord, lumbar	Brain	76.21	25.2225	0.09611033624999998
205	20	28	Spinal Cord, lumbar	Brain	77.29	14.097700000000001	0.054480561650000016
206	20	28	Spinal Cord, lumbar	Brain	73.79	11.2787	0.04161276365000001
251	20	1	Spinal Cord, lumbar	Brain	72.26	5.4876000000000005	0.019826698800000004
252	20	1	Spinal Cord, lumbar	Brain	73.27	1.157	0.004238669499999999
253	20	1	Spinal Cord, lumbar	Brain	73.26	15.0451	0.05511020130000001
254	20	1	Spinal Cord, lumbar	Brain	67.12	13.8444	0.04646180640000001
255	20	28	Spinal Cord, lumbar	Brain	64.77	3.9525	0.01280017125
256	20	28	Spinal Cord, lumbar	Brain	77.68	0.3356	0.0013034704
301	60	1	Spinal Cord, lumbar	Brain	74.21	13.681	0.01692111683333333
303	60	1	Spinal Cord, lumbar	Brain	76.63	33.730199999999996	0.04307908709999999
304	60	1	Spinal Cord, lumbar	Brain	76.15	15.7844	0.02003303433333333
351	60	1	Spinal Cord, lumbar	Brain	69.01	2.5547	0.0029383307833333334
353	60	1	Spinal Cord, lumbar	Brain	70.36	4.8295	0.005663393666666667
354	60	1	Spinal Cord, lumbar	Brain	68.2	0.7442000000000001	8.459073333333335e-4
302	60	1	Spinal Cord, lumbar	Brain	70.47	68.4945	0.08044679025
305	60	28	Spinal Cord, lumbar	Brain	79.39	7.133100000000001	0.00943828015
306	60	28	Spinal Cord, lumbar	Brain	76.64	11.3964	0.0145570016
352	60	1	Spinal Cord, lumbar	Brain	69.39	61.116	0.07068065400000001
355	60	28	Spinal Cord, lumbar	Brain	71.3	70.2788	0.08351464066666668
356	60	28	Spinal Cord, lumbar	Brain	78.27	46.163199999999996	0.06021989439999999
402	200	1	Spinal Cord, lumbar	Brain	75.95	1.885	7.1582875e-4
403	200	1	Spinal Cord, lumbar	Brain	76.46	2.7651999999999997	0.0010571359599999997
404	200	1	Spinal Cord, lumbar	Brain	70.68	61.6308	0.021780324720000004
406	200	28	Spinal Cord, lumbar	Brain	71.25	1.1679000000000002	4.16064375e-4
451	200	1	Spinal Cord, lumbar	Brain	67.68	9.9863	0.0033793639200000005
452	200	1	Spinal Cord, lumbar	Brain	72.2	9.1755	0.0033123555
456	200	28	Spinal Cord, lumbar	Brain	67.58	2.1691	7.329388899999998e-4
401	200	1	Spinal Cord, lumbar	Brain	77.83	209.58270000000002	0.08155910770500001
405	200	28	Spinal Cord, lumbar	Brain	71.33	32.9642	0.011756681929999999
453	200	1	Spinal Cord, lumbar	Brain	73.22	111.5603	0.040842225829999995
454	200	1	Spinal Cord, lumbar	Brain	70.98	386.54359999999997	0.13718432364
455	200	28	Spinal Cord, lumbar	Brain	69.86	46.8378	0.016360443540000002
201	20	1	Brain, frontal cortex (BRFC)	Brain	78.03	0.02	7.803000000000001e-5
202	20	1	Brain, frontal cortex (BRFC)	Brain	72.12	1.606	0.005791236000000001
203	20	1	Brain, frontal cortex (BRFC)	Brain	73.91	0.0209	7.723594999999999e-5
204	20	1	Brain, frontal cortex (BRFC)	Brain	76.21	15.7973	0.060195611649999994
205	20	28	Brain, frontal cortex (BRFC)	Brain	77.29	7.708	0.029787566000000005
206	20	28	Brain, frontal cortex (BRFC)	Brain	73.79	3.4215999999999998	0.0126239932
251	20	1	Brain, frontal cortex (BRFC)	Brain	72.26	0.3049	0.0011016037
252	20	1	Brain, frontal cortex (BRFC)	Brain	73.27	0.0721	2.6413835e-4
253	20	1	Brain, frontal cortex (BRFC)	Brain	73.26	6.8598	0.025127447400000003
254	20	1	Brain, frontal cortex (BRFC)	Brain	67.12	5.0972	0.0171062032
255	20	28	Brain, frontal cortex (BRFC)	Brain	64.77	0.040299999999999996	1.3051154999999998e-4
256	20	28	Brain, frontal cortex (BRFC)	Brain	77.68	0.0206	8.00104e-5
301	60	1	Brain, frontal cortex (BRFC)	Brain	74.21	9.3959	0.011621162316666664
303	60	1	Brain, frontal cortex (BRFC)	Brain	76.63	5.2971	0.0067652795499999994
304	60	1	Brain, frontal cortex (BRFC)	Brain	76.15	11.944600000000001	0.01515968816666667
351	60	1	Brain, frontal cortex (BRFC)	Brain	69.01	0.023899999999999998	2.748898333333333e-5
353	60	1	Brain, frontal cortex (BRFC)	Brain	70.36	0.1128	1.322768e-4
354	60	1	Brain, frontal cortex (BRFC)	Brain	68.2	0.0428	4.8649333333333335e-5
302	60	1	Brain, frontal cortex (BRFC)	Brain	70.47	45.563	0.0535137435
305	60	28	Brain, frontal cortex (BRFC)	Brain	79.39	11.2752	0.0149189688
306	60	28	Brain, frontal cortex (BRFC)	Brain	76.64	16.0003	0.02043771653333333
352	60	1	Brain, frontal cortex (BRFC)	Brain	69.39	23.5795	0.02726969175
355	60	28	Brain, frontal cortex (BRFC)	Brain	71.3	23.6303	0.028080673166666664
356	60	28	Brain, frontal cortex (BRFC)	Brain	78.27	14.6759	0.019144711550000002
402	200	1	Brain, frontal cortex (BRFC)	Brain	75.95	0.0832	3.1595200000000005e-5
403	200	1	Brain, frontal cortex (BRFC)	Brain	76.46	0.0573	2.190579e-5
404	200	1	Brain, frontal cortex (BRFC)	Brain	70.68	4.0221	0.00142141014
406	200	28	Brain, frontal cortex (BRFC)	Brain	71.25	0.1167	4.1574375000000005e-5
451	200	1	Brain, frontal cortex (BRFC)	Brain	67.68	1.5082	5.1037488e-4
452	200	1	Brain, frontal cortex (BRFC)	Brain	72.2	0.4661	1.682621e-4
456	200	28	Brain, frontal cortex (BRFC)	Brain	67.58	0.111	3.75069e-5
401	200	1	Brain, frontal cortex (BRFC)	Brain	77.83	95.3172	0.037092688379999995
405	200	28	Brain, frontal cortex (BRFC)	Brain	71.33	55.8399	0.019915300335
453	200	1	Brain, frontal cortex (BRFC)	Brain	73.22	59.517900000000004	0.02178950319
454	200	1	Brain, frontal cortex (BRFC)	Brain	70.98	70.02069999999999	0.02485034643
455	200	28	Brain, frontal cortex (BRFC)	Brain	69.86	27.4543	0.00958978699
201	20	1	Brain, hippocampus (BRHI)	Brain	78.03	0.02	7.803000000000001e-5
202	20	1	Brain, hippocampus (BRHI)	Brain	72.12	0.2677	9.653261999999999e-4
203	20	1	Brain, hippocampus (BRHI)	Brain	73.91	0.0257	9.497434999999999e-5
204	20	1	Brain, hippocampus (BRHI)	Brain	76.21	5.5411	0.02111436155
205	20	28	Brain, hippocampus (BRHI)	Brain	77.29	7.4345	0.028730625250000003
206	20	28	Brain, hippocampus (BRHI)	Brain	73.79	0.98739999999999994	0.0036430123000000003
251	20	1	Brain, hippocampus (BRHI)	Brain	72.26	1.3543	0.004893085900000001
252	20	1	Brain, hippocampus (BRHI)	Brain	73.27	0.5502999999999999	0.0020160240499999997
253	20	1	Brain, hippocampus (BRHI)	Brain	73.26	3.6031999999999997	0.013198521600000002
254	20	1	Brain, hippocampus (BRHI)	Brain	67.12	2.0293	0.006810330800000002
255	20	28	Brain, hippocampus (BRHI)	Brain	64.77	1.3397000000000001	0.00433861845
256	20	28	Brain, hippocampus (BRHI)	Brain	77.68	0.0202	7.84568e-5
301	60	1	Brain, hippocampus (BRHI)	Brain	74.21	2.7348000000000003	0.0033824918
303	60	1	Brain, hippocampus (BRHI)	Brain	76.63	1.447	0.0018480601666666667
304	60	1	Brain, hippocampus (BRHI)	Brain	76.15	6.4513	0.008187774916666666
351	60	1	Brain, hippocampus (BRHI)	Brain	69.01	0.2378	2.735096333333334e-4
353	60	1	Brain, hippocampus (BRHI)	Brain	70.36	1.303	0.0015279846666666666
354	60	1	Brain, hippocampus (BRHI)	Brain	68.2	0.0707	8.036233333333333e-5
302	60	1	Brain, hippocampus (BRHI)	Brain	70.47	34.843	0.040923103499999995
305	60	28	Brain, hippocampus (BRHI)	Brain	79.39	1.0228	0.0013533348666666667
306	60	28	Brain, hippocampus (BRHI)	Brain	76.64	2.1009	0.0026835496
352	60	1	Brain, hippocampus (BRHI)	Brain	69.39	16.6693	0.01927804545
355	60	28	Brain, hippocampus (BRHI)	Brain	71.3	7.8231	0.0092964505
356	60	28	Brain, hippocampus (BRHI)	Brain	78.27	7.8582	0.010251021899999999
402	200	1	Brain, hippocampus (BRHI)	Brain	75.95	0.1517	5.760807500000001e-5
403	200	1	Brain, hippocampus (BRHI)	Brain	76.46	0.1844	7.049611999999999e-5
404	200	1	Brain, hippocampus (BRHI)	Brain	70.68	3.9775	0.0014056485000000002
406	200	28	Brain, hippocampus (BRHI)	Brain	71.25	0.04	1.425e-5
451	200	1	Brain, hippocampus (BRHI)	Brain	67.68	2.2339	7.559517600000001e-4
452	200	1	Brain, hippocampus (BRHI)	Brain	72.2	0.32389999999999997	1.1692789999999998e-4
456	200	28	Brain, hippocampus (BRHI)	Brain	67.58	0.0683	2.307857e-5
401	200	1	Brain, hippocampus (BRHI)	Brain	77.83	54.8591	0.021348418764999995
405	200	28	Brain, hippocampus (BRHI)	Brain	71.33	22.9896	0.00819924084
453	200	1	Brain, hippocampus (BRHI)	Brain	73.22	35.5227	0.01300486047
454	200	1	Brain, hippocampus (BRHI)	Brain	70.98	87.7223	0.031132644270000006
455	200	28	Brain, hippocampus (BRHI)	Brain	69.86	23.981900000000003	0.008376877670000001
201	20	1	Brain, cerebellar cortex	Brain	78.03	0.02	7.803000000000001e-5
202	20	1	Brain, cerebellar cortex	Brain	72.12	5.6754	0.0204654924
203	20	1	Brain, cerebellar cortex	Brain	73.91	0.0228	8.42574e-5
204	20	1	Brain, cerebellar cortex	Brain	76.21	21.3403	0.08131721314999998
205	20	28	Brain, cerebellar cortex	Brain	77.29	23.297400000000003	0.09003280230000002
206	20	28	Brain, cerebellar cortex	Brain	73.79	2.3868	0.008806098600000001
251	20	1	Brain, cerebellar cortex	Brain	72.26	2.3614	0.008531738200000001
252	20	1	Brain, cerebellar cortex	Brain	73.27	4.3288	0.0158585588
253	20	1	Brain, cerebellar cortex	Brain	73.26	8.9781	0.032886780299999994
254	20	1	Brain, cerebellar cortex	Brain	67.12	9.4617	0.031753465200000004
255	20	28	Brain, cerebellar cortex	Brain	64.77	3.765	0.0121929525
256	20	28	Brain, cerebellar cortex	Brain	77.68	0.212	8.234080000000001e-4
301	60	1	Brain, cerebellar cortex	Brain	74.21	6.7621	0.008363590683333333
303	60	1	Brain, cerebellar cortex	Brain	76.63	7.3333	0.009365846316666667
304	60	1	Brain, cerebellar cortex	Brain	76.15	16.0291	0.020343599416666667
351	60	1	Brain, cerebellar cortex	Brain	69.01	0.1951	2.2439751666666668e-4
353	60	1	Brain, cerebellar cortex	Brain	70.36	1.1185999999999998	0.0013117449333333333
354	60	1	Brain, cerebellar cortex	Brain	68.2	0.10909999999999999	1.2401033333333332e-4
302	60	1	Brain, cerebellar cortex	Brain	70.47	60.0206	0.0704941947
305	60	28	Brain, cerebellar cortex	Brain	79.39	10.091700000000001	0.013353001050000002
306	60	28	Brain, cerebellar cortex	Brain	76.64	16.2956	0.020814913066666666
352	60	1	Brain, cerebellar cortex	Brain	69.39	46.27	0.053511255
355	60	28	Brain, cerebellar cortex	Brain	71.3	34.1373	0.0405664915
356	60	28	Brain, cerebellar cortex	Brain	78.27	0.6367	8.305751500000001e-4
402	200	1	Brain, cerebellar cortex	Brain	75.95	0.4654	1.7673565e-4
403	200	1	Brain, cerebellar cortex	Brain	76.46	0.3403	1.3009669e-4
404	200	1	Brain, cerebellar cortex	Brain	70.68	22.994799999999998	0.008126362319999999
406	200	28	Brain, cerebellar cortex	Brain	71.25	0.4275	1.5229687499999998e-4
451	200	1	Brain, cerebellar cortex	Brain	67.68	7.8183	0.0026457127200000003
452	200	1	Brain, cerebellar cortex	Brain	72.2	1.7523	6.325802999999999e-4
456	200	28	Brain, cerebellar cortex	Brain	67.58	0.4038	1.3644402e-4
401	200	1	Brain, cerebellar cortex	Brain	77.83	115.9688	0.04512925852000001
405	200	28	Brain, cerebellar cortex	Brain	71.33	41.2517	0.014712418805
453	200	1	Brain, cerebellar cortex	Brain	73.22	72.749	0.0266334089
454	200	1	Brain, cerebellar cortex	Brain	70.98	146.50639999999999	0.05199512135999999
455	200	28	Brain, cerebellar cortex	Brain	69.86	62.729	0.0219112397
201	20	1	Brain, thalamus (BRTH)	Brain	78.03	0.02	7.803000000000001e-5
202	20	1	Brain, thalamus (BRTH)	Brain	72.12	0.02	7.212000000000001e-5
203	20	1	Brain, thalamus (BRTH)	Brain	73.91	0.02	7.391e-5
204	20	1	Brain, thalamus (BRTH)	Brain	76.21	0.5072	0.0019326856
205	20	28	Brain, thalamus (BRTH)	Brain	77.29	2.4442	0.0094456109
206	20	28	Brain, thalamus (BRTH)	Brain	73.79	0.1024	3.7780480000000003e-4
251	20	1	Brain, thalamus (BRTH)	Brain	72.26	0.0316	1.1417080000000001e-4
252	20	1	Brain, thalamus (BRTH)	Brain	73.27	0.033600000000000005	1.230936e-4
253	20	1	Brain, thalamus (BRTH)	Brain	73.26	0.028300000000000002	1.0366290000000003e-4
254	20	1	Brain, thalamus (BRTH)	Brain	67.12	0.0684	2.2955040000000002e-4
255	20	28	Brain, thalamus (BRTH)	Brain	64.77	0.1082	3.504057e-4
256	20	28	Brain, thalamus (BRTH)	Brain	77.68	0.02	7.768e-5
301	60	1	Brain, thalamus (BRTH)	Brain	74.21	0.0464	5.7389066666666656e-5
303	60	1	Brain, thalamus (BRTH)	Brain	76.63	0.1071	1.3678454999999998e-4
304	60	1	Brain, thalamus (BRTH)	Brain	76.15	0.2064	2.61956e-4
351	60	1	Brain, thalamus (BRTH)	Brain	69.01	0.0207	2.3808449999999997e-5
353	60	1	Brain, thalamus (BRTH)	Brain	70.36	0.0345	4.0457e-5
354	60	1	Brain, thalamus (BRTH)	Brain	68.2	0.0291	3.3076999999999995e-5
302	60	1	Brain, thalamus (BRTH)	Brain	70.47	0.7045	8.2743525e-4
305	60	28	Brain, thalamus (BRTH)	Brain	79.39	0.0912	1.2067280000000001e-4
306	60	28	Brain, thalamus (BRTH)	Brain	76.64	0.044700000000000004	5.7096800000000005e-5
352	60	1	Brain, thalamus (BRTH)	Brain	69.39	2.8686	0.0033175359000000002
355	60	28	Brain, thalamus (BRTH)	Brain	71.3	0.4372	5.195393333333332e-4
356	60	28	Brain, thalamus (BRTH)	Brain	78.27	0.30739999999999995	4.010033e-4
402	200	1	Brain, thalamus (BRTH)	Brain	75.95	0.1232	4.67852e-5
403	200	1	Brain, thalamus (BRTH)	Brain	76.46	0.039700000000000006	1.5177310000000002e-5
404	200	1	Brain, thalamus (BRTH)	Brain	70.68	0.2243	7.926762e-5
406	200	28	Brain, thalamus (BRTH)	Brain	71.25	0.032100000000000004	1.1435625000000001e-5
451	200	1	Brain, thalamus (BRTH)	Brain	67.68	0.1618	5.4753120000000004e-5
452	200	1	Brain, thalamus (BRTH)	Brain	72.2	0.0589	2.12629e-5
456	200	28	Brain, thalamus (BRTH)	Brain	67.58	0.08170000000000001	2.7606430000000006e-5
401	200	1	Brain, thalamus (BRTH)	Brain	77.83	8.607700000000001	0.0033496864550000005
405	200	28	Brain, thalamus (BRTH)	Brain	71.33	3.6024000000000003	0.00128479596
453	200	1	Brain, thalamus (BRTH)	Brain	73.22	1.6441	6.0190501e-4
454	200	1	Brain, thalamus (BRTH)	Brain	70.98	3.7894	0.0013448580600000002
455	200	28	Brain, thalamus (BRTH)	Brain	69.86	4.6443	0.00162225399
201	20	1	Brain, caudate (BRCA)	Brain	78.03	0.02	7.803000000000001e-5
202	20	1	Brain, caudate (BRCA)	Brain	72.12	0.026699999999999998	9.62802e-5
203	20	1	Brain, caudate (BRCA)	Brain	73.91	0.02	7.391e-5
204	20	1	Brain, caudate (BRCA)	Brain	76.21	0.1743	6.6417015e-4
205	20	28	Brain, caudate (BRCA)	Brain	77.29	1.429	0.005522370500000001
206	20	28	Brain, caudate (BRCA)	Brain	73.79	0.0575	2.1214625000000003e-4
251	20	1	Brain, caudate (BRCA)	Brain	72.26	0.030699999999999998	1.109191e-4
252	20	1	Brain, caudate (BRCA)	Brain	73.27	0.0343	1.2565805e-4
253	20	1	Brain, caudate (BRCA)	Brain	73.26	0.0498	1.824174e-4
254	20	1	Brain, caudate (BRCA)	Brain	67.12	0.2342	7.859752000000001e-4
255	20	28	Brain, caudate (BRCA)	Brain	64.77	0.0255	8.258174999999999e-5
256	20	28	Brain, caudate (BRCA)	Brain	77.68	0.02	7.768e-5
301	60	1	Brain, caudate (BRCA)	Brain	74.21	0.0847	1.0475978333333333e-4
303	60	1	Brain, caudate (BRCA)	Brain	76.63	0.1193	1.5236598333333333e-4
304	60	1	Brain, caudate (BRCA)	Brain	76.15	0.38539999999999996	4.891368333333334e-4
351	60	1	Brain, caudate (BRCA)	Brain	69.01	0.0212	2.4383533333333338e-5
353	60	1	Brain, caudate (BRCA)	Brain	70.36	0.0287	3.365553333333333e-5
354	60	1	Brain, caudate (BRCA)	Brain	68.2	0.027899999999999998	3.1713e-5
302	60	1	Brain, caudate (BRCA)	Brain	70.47	1.0172	0.0011947014000000002
305	60	28	Brain, caudate (BRCA)	Brain	79.39	0.1232	1.6301413333333334e-4
306	60	28	Brain, caudate (BRCA)	Brain	76.64	0.3948	5.042912e-4
352	60	1	Brain, caudate (BRCA)	Brain	69.39	0.5293	6.1213545e-4
355	60	28	Brain, caudate (BRCA)	Brain	71.3	0.261	3.1015500000000006e-4
356	60	28	Brain, caudate (BRCA)	Brain	78.27	0.353	4.6048849999999995e-4
402	200	1	Brain, caudate (BRCA)	Brain	75.95	0.1114	4.230415e-5
403	200	1	Brain, caudate (BRCA)	Brain	76.46	0.046299999999999994	1.7700489999999994e-5
404	200	1	Brain, caudate (BRCA)	Brain	70.68	0.451	1.5938340000000003e-4
406	200	28	Brain, caudate (BRCA)	Brain	71.25	0.13269999999999998	4.7274375e-5
451	200	1	Brain, caudate (BRCA)	Brain	67.68	0.0727	2.4601680000000004e-5
452	200	1	Brain, caudate (BRCA)	Brain	72.2	0.0577	2.0829699999999998e-5
456	200	28	Brain, caudate (BRCA)	Brain	67.58	0.0554	1.871966e-5
401	200	1	Brain, caudate (BRCA)	Brain	77.83	21.5884	0.008401125859999999
405	200	28	Brain, caudate (BRCA)	Brain	71.33	0.6924	2.4694446e-4
453	200	1	Brain, caudate (BRCA)	Brain	73.22	1.5816	5.7902376e-4
454	200	1	Brain, caudate (BRCA)	Brain	70.98	2.3432	8.3160168e-4
455	200	28	Brain, caudate (BRCA)	Brain	69.86	0.4701	1.6420593e-4
201	20	1	Brain, putamen (BRPU)	Brain	78.03	0.02	7.803000000000001e-5
202	20	1	Brain, putamen (BRPU)	Brain	72.12	0.0386	1.3919160000000003e-4
203	20	1	Brain, putamen (BRPU)	Brain	73.91	0.02	7.391e-5
204	20	1	Brain, putamen (BRPU)	Brain	76.21	0.2485	9.469092499999998e-4
205	20	28	Brain, putamen (BRPU)	Brain	77.29	0.5704	0.0022043108000000004
206	20	28	Brain, putamen (BRPU)	Brain	73.79	0.062	2.2874900000000002e-4
251	20	1	Brain, putamen (BRPU)	Brain	72.26	0.03	1.0839000000000001e-4
252	20	1	Brain, putamen (BRPU)	Brain	73.27	0.0386	1.414111e-4
253	20	1	Brain, putamen (BRPU)	Brain	73.26	0.045399999999999996	1.663002e-4
254	20	1	Brain, putamen (BRPU)	Brain	67.12	0.13219999999999998	4.436631999999999e-4
255	20	28	Brain, putamen (BRPU)	Brain	64.77	0.0349	1.1302365e-4
256	20	28	Brain, putamen (BRPU)	Brain	77.68	0.02	7.768e-5
301	60	1	Brain, putamen (BRPU)	Brain	74.21	0.0996	1.2318859999999997e-4
303	60	1	Brain, putamen (BRPU)	Brain	76.63	0.0839	1.0715428333333333e-4
304	60	1	Brain, putamen (BRPU)	Brain	76.15	0.5267999999999999	6.685969999999999e-4
